204,40,6
205,39,6
207,37,6
210,34,6
212,32,6
211,30,9
210,33,7
211,32,7
213,32,5
216,30,4
197,46,7
178,61,11
176,63,11
175,64,11
178,62,10
181,59,10
181,59,10
182,58,10
185,57,8
187,56,7
188,56,6
191,53,6
194,51,5
191,54,5
193,52,5
194,51,5
200,47,3
200,47,3
205,43,2
206,41,3
204,44,2
204,42,4
205,40,5
207,39,4
210,36,4
210,36,4
210,36,4
191,46,13
191,46,13
194,45,11
192,46,12
195,44,11
197,40,13
196,41,13
197,40,13
198,39,13
198,39,13
199,39,12
203,35,12
202,37,11
203,36,11
205,34,11
205,36,9
203,38,9
208,33,9
211,32,7
213,31,6
214,30,6
215,29,6
216,28,6
219,27,4
217,29,4
215,30,5
215,30,5
200,43,7
202,41,7
186,56,8
191,52,7
189,54,7
188,57,5
184,58,8
186,58,6
187,57,6
190,53,7
190,53,7
194,48,8
194,47,9
193,47,10
193,47,10
194,47,9
186,48,16
191,42,17
190,44,16
192,43,15
195,42,13
199,39,12
201,37,12
204,37,9
196,44,10
199,42,9
196,44,10
196,44,10
194,44,12
196,42,12
195,43,12
194,44,12
196,41,13
198,41,11
198,43,9
199,43,8
202,41,7
205,40,5
208,37,5
208,37,5
209,36,5
210,36,4
212,35,3
212,35,3
209,38,3
207,40,3
211,37,2
213,35,2
213,35,2
214,34,2
215,33,2
217,30,3
218,30,2
219,29,2
182,57,11
185,53,12
184,55,11
188,52,10
189,52,9
192,52,6
194,49,7
191,50,9
198,46,6
202,43,5
200,46,4
204,43,3
202,45,3
203,45,2
204,43,3
205,42,3
205,43,2
208,40,2
211,37,2
212,36,2
216,32,2
217,30,3
220,27,3
220,27,3
220,27,3
219,28,3
220,28,2
190,49,11
190,48,12
190,47,13
188,50,12
190,48,12
191,47,12
193,45,12
194,45,11
199,42,9
201,42,7
203,41,6
201,43,6
192,52,6
198,47,5
196,48,6
199,46,5
201,44,5
200,45,5
199,45,6
202,42,6
204,39,7
203,41,6
200,43,7
200,41,9
201,42,7
196,45,9
201,41,8
207,38,5
199,43,8
198,42,10
199,42,9
199,41,10
202,39,9
206,38,6
209,35,6
211,33,6
212,32,6
212,32,6
211,33,6
214,31,5
216,31,3
217,31,2
219,28,3
217,30,3
